2454413.500000000, A.D. 2007-Nov-09 00:00:00.0000, -3.293881063442024E+05, -2.362984497416545E+05, -3.121894968151955E+04,  5.648883898177652E-01, -7.889249644023547E-01, -4.081122180846602E-02,  1.356208214246859E+00,  4.065809941088566E+05,  4.004890874242172E-03,
2454414.500000000, A.D. 2007-Nov-10 00:00:00.0000, -2.736741995827309E+05, -2.987747145552165E+05, -3.401719752636542E+04,  7.199316104031426E-01, -6.518642228460817E-01, -2.371966198661227E-02,  1.356261386314603E+00,  4.065969346937423E+05, -3.589017944349242E-03,
2454415.500000000, A.D. 2007-Nov-11 00:00:00.0000, -2.059069311699388E+05, -3.480860316849454E+05, -3.528577954390361E+04,  8.429570577075565E-01, -4.851635968792691E-01, -5.520856738577577E-03,  1.354149595794258E+00,  4.059638358228669E+05, -1.107788816217595E-02,
2454416.500000000, A.D. 2007-Nov-12 00:00:00.0000, -1.290834345066515E+05, -3.819397010158392E+05, -3.496028494318109E+04,  9.287879240441607E-01, -2.951830577708968E-01,  1.305612962002295E-02,  1.349853940190586E+00,  4.046760306707206E+05, -1.879392840028433E-02,
2454417.500000000, A.D. 2007-Nov-13 00:00:00.0000, -4.660355675706047E+04, -3.986303040308263E+05, -3.304052820518526E+04,  9.732965584381719E-01, -8.913853707015255E-02,  3.125603403087788E-02,  1.343272539965493E+00,  4.027029765201584E+05, -2.696398034426465E-02,
2454418.500000000, A.D. 2007-Nov-14 00:00:00.0000,  3.782499790025417E+04, -3.971090105588611E+05, -2.959222544793654E+04,  9.734984076813136E-01,  1.250026410056196E-01,  4.831061561454628E-02,  1.334264705443011E+00,  4.000024956674063E+05, -3.561657400552760E-02,
2454419.500000000, A.D. 2007-Nov-15 00:00:00.0000,  1.202891402975081E+05, -3.770450533460946E+05, -2.474764191810828E+04,  9.276400622999331E-01,  3.385942412637931E-01,  6.344913972326845E-02,  1.322718948141418E+00,  3.965411647064903E+05, -4.451107809538354E-02,
2454420.500000000, A.D. 2007-Nov-16 00:00:00.0000,  1.967818500605865E+05, -3.388829054078488E+05, -1.870543318983751E+04,  8.353290746297463E-01,  5.423384711441738E-01,  7.590698270275856E-02,  1.308637089264697E+00,  3.923195296206290E+05, -5.309832297790975E-02,
2454421.500000000, A.D. 2007-Nov-17 00:00:00.0000,  2.633290007175063E+05, -2.838983361379785E+05, -1.172967452934132E+04,  6.977715043561207E-01,  7.262928398842877E-01,  8.493693246894657E-02,  1.292224089462031E+00,  3.873990360666341E+05, -6.052193271378383E-02,
2454422.500000000, A.D. 2007-Nov-18 00:00:00.0000,  3.161436778126357E+05, -2.142521037793409E+05, -4.147495538360979E+03,  5.181789907040198E-01,  8.799367614886825E-01,  8.983197625097734E-02,  1.273970282402129E+00,  3.819266823802885E+05, -6.567194525322721E-02,
2454423.500000000, A.D. 2007-Nov-19 00:00:00.0000,  3.518239425523580E+05, -1.330302930523622E+05,  3.656182425926053E+03,  3.023640450910530E-01,  9.924437388450404E-01,  8.997176605991682E-02,  1.254708840024458E+00,  3.761522472252611E+05, -6.730577308359222E-02,
2454424.500000000, A.D. 2007-Nov-20 00:00:00.0000,  3.676076655786934E+05, -4.424521701781689E+04,  1.124939571329736E+04,  5.943943066940047E-02,  1.053356909210368E+00,  8.490481381777157E-02,  1.235626876309752E+00,  3.704316184197625E+05, -6.425068936192888E-02,
2454425.500000000, A.D. 2007-Nov-21 00:00:00.0000,  3.616838065572619E+05,  4.724635100519306E+04,  1.817272383549017E+04, -1.976343722696913E-01,  1.053849291242381E+00,  7.447011004188901E-02,  1.218206223477808E+00,  3.652090380873093E+05, -5.568672098359644E-02,
2454426.500000000, A.D. 2007-Nov-22 00:00:00.0000,  3.335287412041209E+05,  1.359606026939018E+05,  2.397055864070924E+04, -4.521049128729296E-01,  9.885805199740478E-01,  5.894051165913892E-02,  1.204075340213050E+00,  3.609727058596566E+05, -4.146890316512096E-02,
2454427.500000000, A.D. 2007-Nov-23 00:00:00.0000,  2.841926489459969E+05,  2.161789759955831E+05,  2.823402796139450E+04, -6.846041940165082E-01,  8.577873914535193E-01,  3.913812238239285E-02,  1.194774121402108E+00,  3.581842706099283E+05, -2.238750633965796E-02,
2454428.500000000, A.D. 2007-Nov-24 00:00:00.0000,  2.164254937086201E+05,  2.825029724315677E+05,  3.065003900238606E+04, -8.756748401579680E-01,  6.687896818124061E-01,  1.644796922385760E-02,  1.191469977077705E+00,  3.571937130613287E+05, -2.216043136328166E-04,
2454429.500000000, A.D. 2007-Nov-25 00:00:00.0000,  1.345405959096309E+05,  3.304778747408288E+05,  3.104487057752235E+04, -1.009167379935379E+00,  4.359375676477560E-01, -7.326773727238009E-03,  1.194702458109680E+00,  3.581627864953430E+05,  2.252127180399260E-02,
2454430.500000000, A.D. 2007-Nov-26 00:00:00.0000,  4.398928052319728E+04,  3.571250753712499E+05,  2.940861720619009E+04, -1.075292399757154E+00,  1.785559922714203E-01, -3.025285628081192E-02,  1.204246043832579E+00,  3.610238815173446E+05,  4.314337446409412E-02,
2454431.500000000, A.D. 2007-Nov-27 00:00:00.0000, -4.926469546186040E+04,  3.612283441552519E+05,  2.589197396450464E+04, -1.072033257398650E+00, -8.250719620713678E-02, -5.059734665125459E-02,  1.219145150389859E+00,  3.654905212941555E+05,  5.937059277196061E-02,
2454432.500000000, A.D. 2007-Nov-28 00:00:00.0000, -1.394007468282776E+05,  3.433103946965443E+05,  2.077735968921330E+04, -1.004447913286705E+00, -3.283507420746776E-01, -6.707258437463760E-02,  1.237906170667376E+00,  3.711149336777402E+05,  6.979232803755925E-02,
